# witness	class	message — produced by the gen #30 census sweep (every `# pycsl-expected: FAIL` corpus witness run through the pipeline).
1196_route77_del_full_slice_refused.py	REFUSAL	[ir-emit]: `del <seq>[i:j]` (a SLICE delete) is not modelled: Python's slice `del` REMOVES a whole range, shifting every later element left and SHRINKING the sequence, and the lowering here was a NO-OP, so the model would keep the original sequence while the run still reported 'All contracts formally proven'. Measured: `xs = [1, 2, 3]; del xs[0:2]; return xs[0]` proved `\result == 1` while Python returns 3. Rewrite the deletion as an explicit shift loop, or delete the elements one at a time from a dict/set.
1197_route77_del_slice_discharges_requires_refused.py	REFUSAL	[ir-emit]: `del <seq>[i:j]` (a SLICE delete) is not modelled: Python's slice `del` REMOVES a whole range, shifting every later element left and SHRINKING the sequence, and the lowering here was a NO-OP, so the model would keep the original sequence while the run still reported 'All contracts formally proven'. Measured: `xs = [1, 2, 3]; del xs[0:2]; return xs[0]` proved `\result == 1` while Python returns 3. Rewrite the deletion as an explicit shift loop, or delete the elements one at a time from a dict/set.
1198_route78_seeded_deque_refused.py	REFUSAL	[ir-emit]: `deque(<iterable>)` with arguments is not modelled: the lowering reduces a deque to the list/array model and DISCARDS every argument, so a seeded deque would be modelled as EMPTY while the run still reported 'All contracts formally proven'. Measured: `dq = deque([1, 2, 3]); return len(dq)` proved `\result == 0` while Python returns 3. Build the sequence explicitly instead (`dq = deque()` followed by `dq.append(...)` per element), which is modelled faithfully.
1200_route81_list_alias_append_refused.py	REFUSAL	invalid syntax (statements.py, line 5589)
1201_route80_del_attribute_refused.py	REFUSAL	[ir-emit]: `del <obj>.<attr>` (an ATTRIBUTE delete) is not modelled: it was lowered to a bare no-op, so the model KEEPS the deleted instance field while Python removes it and a later read FALLS BACK TO THE CLASS ATTRIBUTE — a different value, in a program that still runs to completion. Measured: `class C: x: int = 5` with `__init__` setting `self.x = 10`, then `del c.x; return c.x` proved `\result == 10` while Python returns 5. Remove the field's class-level default, or model the reset explicitly with an assignment.
1202_route80_del_attribute_arith_refused.py	REFUSAL	[ir-emit]: `del <obj>.<attr>` (an ATTRIBUTE delete) is not modelled: it was lowered to a bare no-op, so the model KEEPS the deleted instance field while Python removes it and a later read FALLS BACK TO THE CLASS ATTRIBUTE — a different value, in a program that still runs to completion. Measured: `class C: x: int = 5` with `__init__` setting `self.x = 10`, then `del c.x; return c.x` proved `\result == 10` while Python returns 5. Remove the field's class-level default, or model the reset explicitly with an assignment.
1203_route80_del_attribute_discharges_requires_refused.py	REFUSAL	[ir-emit]: `del <obj>.<attr>` (an ATTRIBUTE delete) is not modelled: it was lowered to a bare no-op, so the model KEEPS the deleted instance field while Python removes it and a later read FALLS BACK TO THE CLASS ATTRIBUTE — a different value, in a program that still runs to completion. Measured: `class C: x: int = 5` with `__init__` setting `self.x = 10`, then `del c.x; return c.x` proved `\result == 10` while Python returns 5. Remove the field's class-level default, or model the reset explicitly with an assignment.
1207_route82_kwonly_false_claim_refused.py	REFUSAL	invalid syntax (statements.py, line 5589)
1209_route83_init_conditional_store_refused.py	REFUSAL	invalid syntax (statements.py, line 5589)
1210_route83_unannotated_store_is_the_same_defect.py	REFUSAL	invalid syntax (statements.py, line 5589)
1212_route79_init_computed_initialiser_refused.py	REFUSAL	invalid syntax (statements.py, line 5589)
1213_route79_true_twin_is_also_unprovable.py	REFUSAL	invalid syntax (statements.py, line 5589)
1214_route79_parameterless_init_was_never_even_scanned.py	REFUSAL	invalid syntax (statements.py, line 5589)
1216_route85_dict_field_literal_modelled_empty.py	REFUSAL	invalid syntax (statements.py, line 5589)
1217_route85_dict_field_contents_decided.py	REFUSAL	invalid syntax (statements.py, line 5589)
1218_route85_set_field_literal_modelled_empty.py	REFUSAL	invalid syntax (statements.py, line 5589)
1220_route86_map_param_coercion_substitutes_empty_map.py	REFUSAL	invalid syntax (statements.py, line 5589)
1221_route86_empty_map_discharges_a_callee_requires.py	REFUSAL	invalid syntax (statements.py, line 5589)
1222_route87_list_field_elements_erased_to_zero.py	REFUSAL	invalid syntax (statements.py, line 5589)
1224_route87_zero_array_discharges_a_callee_requires.py	REFUSAL	invalid syntax (statements.py, line 5589)
1225_route87_uniform_nonzero_literal_still_captured.py	REFUSAL	invalid syntax (statements.py, line 5589)
1227_gap2a_empty_string_witness_would_have_been_a_route.py	REFUSAL	invalid syntax (statements.py, line 5589)
1228_route88_second_store_to_a_field_is_dropped.py	REFUSAL	invalid syntax (statements.py, line 5589)
1230_route88_param_store_beats_a_later_literal.py	REFUSAL	invalid syntax (statements.py, line 5589)
1232_route88_augassign_to_a_field_is_invisible.py	REFUSAL	invalid syntax (statements.py, line 5589)
1233_route88_nested_augassign_survived_route83.py	REFUSAL	invalid syntax (statements.py, line 5589)
1235_route88_stale_first_store_discharges_a_callee_requires.py	REFUSAL	invalid syntax (statements.py, line 5589)
1236_route89_conditional_store_to_a_list_field.py	REFUSAL	invalid syntax (statements.py, line 5589)
1237_route89_conditional_store_to_a_dict_field.py	REFUSAL	invalid syntax (statements.py, line 5589)
1240_route90_bool_annot_param_is_true.py	REFUSAL	invalid syntax (statements.py, line 5589)
1241_route90_bool_annot_param_is_not_true.py	REFUSAL	invalid syntax (statements.py, line 5589)
1242_route90_bool_annot_param_is_false.py	REFUSAL	invalid syntax (statements.py, line 5589)
1243_route90_bool_annot_local_is_true.py	REFUSAL	invalid syntax (statements.py, line 5589)
1244_route90_bool_annot_crosscall.py	REFUSAL	invalid syntax (statements.py, line 5589)
1246_route90_comparison_arm_admitted_but_illtyped.py	REFUSAL	invalid syntax (statements.py, line 5589)
1247_route91_region_whole_field_rebind_evades.py	REFUSAL	`happy region_integrity`: non-exempt 'wipe' REBINDS the whole field 'self.disk' (line 45), replacing the protected region [512, 2560) wholesale — a per-index check cannot constrain a whole-array store. Write through self.disk[i] so each index is checked, or add 'wipe' to the `except` set if it is a legitimate owner.
1250_route92_footprint_whole_array_store_evades.py	REFUSAL	`happy inode_conf(n)`: non-exempt 'wipe' performs a whole-array store to the protected path 'd.disk' (line 55), which a per-index `#@ footprint` check cannot confine to one object's region. Write through d.disk[i] one index at a time so each write is checked against the footprint, or add 'wipe' to the `except` set if it is a legitimate whole-path owner.
1251_route92_footprint_slice_store_evades.py	REFUSAL	`happy inode_conf(n)`: non-exempt 'sl' performs a slice store to the protected path 'd.disk' (line 51), which a per-index `#@ footprint` check cannot confine to one object's region. Write through d.disk[i] one index at a time so each write is checked against the footprint, or add 'sl' to the `except` set if it is a legitimate whole-path owner.
1254_route93_total_target_trusted_evades.py	REFUSAL	`happy availability`: total target 'parse' is marked `#@ \trusted`, so it is emitted as a bodyless `val` with no goals — there is no termination VC, and the totality (H-D) guarantee this policy names cannot be discharged for it. Give 'parse' a verified body (each loop carrying a `#@ loop variant`), or drop the `total` policy.
1255_route93_total_target_abstract_evades.py	REFUSAL	`happy availability`: total target 'parse' is marked `#@ \abstract`, so it is emitted as a bodyless `val` with no goals — there is no termination VC, and the totality (H-D) guarantee this policy names cannot be discharged for it. Give 'parse' a verified body (each loop carrying a `#@ loop variant`), or drop the `total` policy.
1257_route94_memoized_reads_mutable_field.py	REFUSAL	Function 'c__total': a memoizing decorator (lru_cache / cache / cached_property) requires a referentially transparent function, but it reads `self.a`, a field assigned outside `__init__`. The cached value goes stale the first time that field changes, so the verified (uncached) body no longer describes the running program — unsound (UB-7.7). Read only fields written by the constructor, or drop the decorator. See config/skills/pycsl-ub-catalog/SKILL.md §7.7.
1259_route95_composer_shadows_depended_provider.py	REFUSAL	Mixin composition 'Facade': 'Facade' defines its own 'emit', which SHADOWS the provider of 'emit' (from mixin CoreEmit) that mixin MapOps declares a `#@ depends_method`/`#@ requires_method` on. The shadowed provider is then not flattened into 'Facade', so nothing ever verifies that 'Facade.emit' refines the declared dependency contract — while MapOps's methods are verified ASSUMING it does. Rename 'Facade.emit', or drop the dependency declaration and let 'Facade' own the method outright. (Composition never silently substitutes an unverified implementation for a declared dependency.)
1260_route95_ctl_no_shadow_weak_provider_still_fails.py	REFUSAL	invalid syntax (statements.py, line 5589)
1262_w67_ni_target_writes_a_field.py	REFUSAL	`happy ni`: noninterference target 'summarize' can WRITE state — `self.log` in 'summarize'. The synthesized self-composition twin asserts only that the two RESULTS are equal (`ra == rb`); it calls the target twice on the same `self`, so it has no second initial state and CANNOT compare final state. A secret written into a field is therefore OUTSIDE the property this form proves. Make 'summarize' state-free (no `self.<field>` store on any path it reaches, `assigns \nothing`), or drop the noninterference policy — it would not mean what its name says.
1263_w67_ni_leak_one_call_away.py	REFUSAL	`happy ni`: noninterference target 'summarize' can WRITE state — `self.log` in 'stash' (reached from 'summarize' via `self.stash(…)`). The synthesized self-composition twin asserts only that the two RESULTS are equal (`ra == rb`); it calls the target twice on the same `self`, so it has no second initial state and CANNOT compare final state. A secret written into a field is therefore OUTSIDE the property this form proves. Make 'summarize' state-free (no `self.<field>` store on any path it reaches, `assigns \nothing`), or drop the noninterference policy — it would not mean what its name says.
1265_w68_hs_foreign_receiver_call.py	REFUSAL	`happy authn`: 'transfer' is guarded by a capability precondition, but it is called here as `other.transfer(…)` (L35) — through a receiver other than `self`. The call-site capability check can only be injected at a `self.transfer(…)` site: the guarding formula speaks about `self`, so proving it here would prove the capability of the WRONG object, while 'transfer' still ASSUMES it. Call it as `self.transfer(…)`, or drop the `precond` policy.
1267_route96_trusted_val_region_assigns_frame.py	REFUSAL	invalid syntax (statements.py, line 5589)
1268_route96_abstract_val_region_assigns_frame.py	REFUSAL	invalid syntax (statements.py, line 5589)
1269_route96_ctl_val_now_matches_let_baseline.py	REFUSAL	invalid syntax (statements.py, line 5589)
1270_route96_ctl_trusted_twin_of_let_baseline.py	REFUSAL	invalid syntax (statements.py, line 5589)
1272_route96_ctl_field_assigns_val_unaffected.py	REFUSAL	invalid syntax (statements.py, line 5589)
1273_route97_fieldless_base_liskov_violation_caught.py	REFUSAL	invalid syntax (statements.py, line 5589)
1275_route97_fieldless_base_fielded_sub_violation_caught.py	REFUSAL	invalid syntax (statements.py, line 5589)
1276_route97_ctl_fielded_base_violation_still_caught.py	REFUSAL	invalid syntax (statements.py, line 5589)
1277_route97_fence_uncloned_fieldless_base_method_is_contract_free.py	REFUSAL	invalid syntax (statements.py, line 5589)
1278_route98_region_assigns_dropped_for_reserved_param_name.py	REFUSAL	invalid syntax (statements.py, line 5589)
1279_route98_region_assigns_dropped_for_capitalised_param_name.py	REFUSAL	invalid syntax (statements.py, line 5589)
1280_route98_unframed_region_assigns_is_now_refused.py	REFUSAL	invalid syntax (statements.py, line 5589)
1281_route98_fence_renamed_param_in_a_requires_is_loud.py	REFUSAL	invalid syntax (statements.py, line 5589)
1282_route99_memoization_gate_blind_to_foreign_receiver.py	REFUSAL	Function 'c__total': a memoizing decorator (lru_cache / cache / cached_property) requires a referentially transparent function, but it reads `self.a`, a field assigned outside `__init__`. The cached value goes stale the first time that field changes, so the verified (uncached) body no longer describes the running program — unsound (UB-7.7). Read only fields written by the constructor, or drop the decorator. See config/skills/pycsl-ub-catalog/SKILL.md §7.7.
1283_route99_memoization_gate_coverage_premise_was_false.py	REFUSAL	Function 'c__total': a memoizing decorator (lru_cache / cache / cached_property) requires a referentially transparent function, but it reads `self.a`, a field assigned outside `__init__`. The cached value goes stale the first time that field changes, so the verified (uncached) body no longer describes the running program — unsound (UB-7.7). Read only fields written by the constructor, or drop the decorator. See config/skills/pycsl-ub-catalog/SKILL.md §7.7.
1285_route100_no_exception_dropped_for_a_self_method_call.py	REFUSAL	invalid syntax (statements.py, line 5589)
1287_route100_ref_free_function_spelling_was_always_refused.py	REFUSAL	invalid syntax (statements.py, line 5589)
1288_route101_single_index_assigns_on_a_bodyless_val_had_no_frame.py	REFUSAL	invalid syntax (statements.py, line 5589)
1290_route102_bare_var_assigns_on_a_bodyless_val_had_no_frame.py	REFUSAL	invalid syntax (statements.py, line 5589)
1291_route103_a_stray_nothing_disarmed_the_whole_frame.py	REFUSAL	invalid syntax (statements.py, line 5589)
1292_route104_self_field_subscript_assigns_dropped_the_method_frame.py	REFUSAL	invalid syntax (statements.py, line 5589)
1294_route105_raises_obligation_dropped_for_a_record_var_receiver.py	REFUSAL	invalid syntax (statements.py, line 5589)
1296_route106_inlining_deleted_the_call_and_with_it_the_obligation.py	VERIFY-FAIL	
1298_route107_raise_substring_in_an_identifier_deleted_the_else.py	VERIFY-FAIL	
1301_route108_callee_raise_in_an_else_was_caught_by_that_same_try.py	VERIFY-FAIL	
1303_route110_user_function_named_like_an_internal_op.py	VERIFY-FAIL	
1305_route111_dict_field_store_from_a_field_read_was_the_empty_map.py	VERIFY-FAIL	
1307_route111_dict_field_store_from_a_call_was_the_empty_map.py	VERIFY-FAIL	
1308_route112_dict_literal_argument_was_the_empty_map.py	VERIFY-FAIL	
1309_route113_call_with_a_comma_in_a_string_argument_was_hashed.py	VERIFY-FAIL	
1311_route113_tuple_projection_return_was_hashed.py	VERIFY-FAIL	
1312_route114_tuple_dict_key_was_hashed_by_its_text.py	VERIFY-FAIL	
1313_route115_immediately_applied_lambda_was_the_literal_0.py	VERIFY-FAIL	
1314_route115_subscripted_callee_was_the_literal_0.py	VERIFY-FAIL	
1315_route116_class_by_name_ternary_decline_was_the_literal_0.py	VERIFY-FAIL	
1316_route117_list_returned_on_the_int_raise_path_was_the_literal_0.py	VERIFY-FAIL	
1317_route116_string_factory_callee_was_lowered_by_name.py	VERIFY-FAIL	
1319_route109_recordvar_receiver_frame_was_dropped.py	VERIFY-FAIL	
1321_route118_module_level_function_rebinding_was_ignored.py	REFUSAL	a function, method or class NAME is rebound after its definition (`inc` rebound at line 19). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1322_route116_namespace_store_defeated_the_globals_lookup_fence.py	REFUSAL	a function, method or class NAME is rebound after its definition (a write through a namespace dict at line 27). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1323_route118_class_body_method_rebinding_was_ignored.py	REFUSAL	a function, method or class NAME is rebound after its definition (`m` rebound at line 20). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1324_route118_module_level_walrus_rebinding_was_ignored.py	REFUSAL	a function, method or class NAME is rebound after its definition (`inc` rebound at line 19). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1325_route119_class_attribute_store_rebinding_a_method.py	REFUSAL	a function, method or class NAME is rebound after its definition (attribute `.m` rebound at line 19; attribute `.m` written on `C...` at line 19). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1326_route119_store_through_vars_rebinding_a_function.py	REFUSAL	a function, method or class NAME is rebound after its definition (a write through a namespace dict at line 16). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1327_route119_setattr_on_the_module_object.py	REFUSAL	a function, method or class NAME is rebound after its definition (`setattr`/`delattr` of a function name at line 18). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1328_route119_dunder_setattr_on_the_class.py	REFUSAL	a function, method or class NAME is rebound after its definition (`setattr`/`delattr` of a function name at line 19). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1329_route119_rebinding_inside_an_imported_module.py	REFUSAL	a function, method or class NAME is rebound after its definition (`inc` rebound at line 13). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1330_route119_patching_an_imported_modules_function.py	REFUSAL	a function, method or class NAME is rebound after its definition (attribute `.inc` written on `plainlib...` at line 7). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1331_route119_patching_an_imported_classs_method.py	REFUSAL	a function, method or class NAME is rebound after its definition (attribute `.m` written on `K...` at line 7). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1332_route119_constant_exec_rebinding_a_function.py	REFUSAL	a function, method or class NAME is rebound after its definition (a constant `exec` naming a function or class at line 16). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1333_route120_getattribute_hook_redirecting_a_method.py	REFUSAL	Class 'C' (line 4) defines `__getattribute__`, an attribute-access hook the model does not consult: every method call and field store is resolved statically, so the hook would be silently ignored (measured: a `__getattribute__` redirecting `m` to `n` proved `m`'s contract; a `__setattr__` dropping a store proved the store happened). Attribute-access hooks are not modelled; remove the hook.
1334_route120_setattr_hook_dropping_a_store.py	REFUSAL	a function, method or class NAME is rebound after its definition (method shadowed through `setattr` on self at line 14). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1335_route119_instance_attribute_shadowing_a_method.py	REFUSAL	a function, method or class NAME is rebound after its definition (method `m` shadowed by `self.m` at line 8). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1336_route119_instance_attribute_shadowing_an_imported_method.py	REFUSAL	[module6-whyml]: the call `c.m(...)` resolves to a METHOD `m`, but instances of its class also carry an ATTRIBUTE `m` (a store such as `self.m = ...`), and Python finds the instance attribute first — the method's contract would be applied to a different callable. Instance attributes that shadow methods are not modelled; rename one of them.
1337_route120_hook_installed_by_assignment.py	REFUSAL	Class 'C' (line 10) defines `__getattribute__`, an attribute-access hook the model does not consult: every method call and field store is resolved statically, so the hook would be silently ignored (measured: a `__getattribute__` redirecting `m` to `n` proved `m`'s contract; a `__setattr__` dropping a store proved the store happened). Attribute-access hooks are not modelled; remove the hook.
1338_route119_late_instance_shadowing_of_an_imported_method.py	REFUSAL	[module6-whyml]: the call `c.m(...)` resolves to a METHOD `m`, but the program also STORES an attribute `m` on an object, and Python finds an instance attribute before the method — the method's contract could be applied to a different callable. Instance attributes that shadow methods are not modelled; rename one of them.
1339_route119_nonliteral_setattr_over_an_imported_base.py	REFUSAL	a function, method or class NAME is rebound after its definition (method shadowed through `setattr` on self at line 11). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1340_route121_decorator_returning_a_builtin_was_dropped.py	REFUSAL	a name's runtime binding is not the `def` the model resolves it to (decorator `swap` on `inc` (line 15)). A decorator whose effect is not modelled is silently dropped (measured: a decorator returning `abs` proved the undecorated contract); a def inside `if`/`try` that competes with another binding is resolved to the textually last one; a star import after a def rebinds it. None of these is modelled: use a modelled decorator (or an identity decorator `def d(f): return f`), give each definition its own name, or move the star import above every definition.
1341_route122_def_inside_if_else_resolved_to_the_last_def.py	REFUSAL	a name's runtime binding is not the `def` the model resolves it to (`inc` defined inside a compound statement at line 14 and bound elsewhere in the module; `inc` defined inside a compound statement at line 9 and bound elsewhere in the module). A decorator whose effect is not modelled is silently dropped (measured: a decorator returning `abs` proved the undecorated contract); a def inside `if`/`try` that competes with another binding is resolved to the textually last one; a star import after a def rebinds it. None of these is modelled: use a modelled decorator (or an identity decorator `def d(f): return f`), give each definition its own name, or move the star import above every definition.
1342_route122_try_import_with_a_fallback_def.py	REFUSAL	a name's runtime binding is not the `def` the model resolves it to (`inc` defined inside a compound statement at line 10 and bound elsewhere in the module). A decorator whose effect is not modelled is silently dropped (measured: a decorator returning `abs` proved the undecorated contract); a def inside `if`/`try` that competes with another binding is resolved to the textually last one; a star import after a def rebinds it. None of these is modelled: use a modelled decorator (or an identity decorator `def d(f): return f`), give each definition its own name, or move the star import above every definition.
1343_route123_subclass_class_body_lambda_override_was_ignored.py	VERIFY-FAIL	
1344_route123_class_body_override_of_an_imported_base_method.py	VERIFY-FAIL	
1345_route124_star_import_after_a_def_rebinds_it.py	REFUSAL	a name's runtime binding is not the `def` the model resolves it to (`from multi_file_lib.r124_starlib import *` at line 13 after a binding of `inc`). A decorator whose effect is not modelled is silently dropped (measured: a decorator returning `abs` proved the undecorated contract); a def inside `if`/`try` that competes with another binding is resolved to the textually last one; a star import after a def rebinds it. None of these is modelled: use a modelled decorator (or an identity decorator `def d(f): return f`), give each definition its own name, or move the star import above every definition.
1346_route124_second_star_import_wins_at_runtime.py	REFUSAL	a name's runtime binding is not the `def` the model resolves it to (a second star import `from multi_file_lib.r119_plainlib import *` at line 6). A decorator whose effect is not modelled is silently dropped (measured: a decorator returning `abs` proved the undecorated contract); a def inside `if`/`try` that competes with another binding is resolved to the textually last one; a star import after a def rebinds it. None of these is modelled: use a modelled decorator (or an identity decorator `def d(f): return f`), give each definition its own name, or move the star import above every definition.
1347_route125_diamond_method_was_resolved_depth_first.py	VERIFY-FAIL	
1349_route127_dunder_builtins_patch_rebinding_len.py	REFUSAL	a function, method or class NAME is rebound after its definition (attribute `.len` written on `__builtins__...` at line 12). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1350_route127_alias_of_an_imported_module_then_patch.py	REFUSAL	a function, method or class NAME is rebound after its definition (attribute `.inc` written on `pm...` at line 8). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1351_route127_computed_dict_subscript_store_on_builtins.py	REFUSAL	a function, method or class NAME is rebound after its definition (a write through a namespace dict at line 12). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1352_route127_init_subclass_non_literal_setattr_on_cls.py	REFUSAL	a function, method or class NAME is rebound after its definition (`setattr`/`delattr` of a function name at line 13). Every call is resolved against the `def`, so the rebinding would be silently ignored (measured: `inc = dec` then `inc(3)` proved the `inc` contract while Python ran `dec`). Rebinding a function name is not modelled; give the new binding its own name.
1353_route128_data_descriptor_get_was_ignored.py	REFUSAL	Class 'Seven' (line 8) defines `__get__`, an attribute-access hook the model does not consult: every method call and field store is resolved statically, so the hook would be silently ignored (measured: a `__getattribute__` redirecting `m` to `n` proved `m`'s contract; a `__setattr__` dropping a store proved the store happened). Attribute-access hooks are not modelled; remove the hook.
1354_route121_aliased_cached_property_bypassed_the_memo_gate.py	REFUSAL	a name's runtime binding is not the `def` the model resolves it to (decorator `memo_prop` on `total` (line 15)). A decorator whose effect is not modelled is silently dropped (measured: a decorator returning `abs` proved the undecorated contract); a def inside `if`/`try` that competes with another binding is resolved to the textually last one; a star import after a def rebinds it. None of these is modelled: use a modelled decorator (or an identity decorator `def d(f): return f`), give each definition its own name, or move the star import above every definition.
1355_route122_class_body_if_else_method_defs.py	REFUSAL	a name's runtime binding is not the `def` the model resolves it to (`m` defined inside a compound statement at line 15 and bound elsewhere in class `C`; `m` defined inside a compound statement at line 20 and bound elsewhere in class `C`). A decorator whose effect is not modelled is silently dropped (measured: a decorator returning `abs` proved the undecorated contract); a def inside `if`/`try` that competes with another binding is resolved to the textually last one; a star import after a def rebinds it. None of these is modelled: use a modelled decorator (or an identity decorator `def d(f): return f`), give each definition its own name, or move the star import above every definition.
1356_route126_closure_parameter_became_a_global_constant.py	REFUSAL	nested function 'h' is lifted to a sibling of its enclosing function, and the lift is not faithful here: it reads x from an enclosing function. A lifted body reads a captured name as ONE global opaque constant shared by every call, and two lifted helpers with the same name collapse to one. Pass the captured values as parameters and give the helper a unique name, or move it to module level.
1357_route126_closure_write_through_a_captured_list.py	REFUSAL	nested function 'walk' is lifted to a sibling of its enclosing function, and the lift is not faithful here: it reads found from an enclosing function. A lifted body reads a captured name as ONE global opaque constant shared by every call, and two lifted helpers with the same name collapse to one. Pass the captured values as parameters and give the helper a unique name, or move it to module level.
1358_route122_sibling_nested_helpers_collapsed_to_one.py	REFUSAL	nested function 'h' is lifted to a sibling of its enclosing function, and the lift is not faithful here: another function in the file has the same name. A lifted body reads a captured name as ONE global opaque constant shared by every call, and two lifted helpers with the same name collapse to one. Pass the captured values as parameters and give the helper a unique name, or move it to module level.
1359_route122_nested_helper_before_a_same_named_module_function.py	REFUSAL	nested function 'inc' is lifted to a sibling of its enclosing function, and the lift is not faithful here: another function in the file has the same name. A lifted body reads a captured name as ONE global opaque constant shared by every call, and two lifted helpers with the same name collapse to one. Pass the captured values as parameters and give the helper a unique name, or move it to module level.
1361_route129_global_statement_write_was_dropped.py	REFUSAL	function 'setn' writes N through a `global` declaration, and no certified lowering models it: the store lands on a FRESH LOCAL while every read of the module variable is one opaque constant, so a read before and after the write would be proved equal (measured: `a = N; setn(); return a - N` proved 0 while Python returns -2). Declare the variable `#@ shared`, or pass and return the value instead of assigning a global.
1362_route130_second_from_import_of_the_same_name.py	REFUSAL	a name's runtime value is not the one the model reads (imported name `inc` bound again in the same scope). An imported name bound twice keeps the FIRST import (measured: `from plainlib import inc` then `from starlib import inc` proved the plainlib contract); a builtin rebound by an assignment is still lowered as the builtin (`len = sum` then `len([5]) == 1` proved); a module or class constant is folded to its first literal although it is rebound or mutated (`N = 3; N += 2` proved `N == 3`); a def nested in a method replaces the method of the same name; a DYNAMIC `exec`, or an `eval` that binds through a walrus, rebinds names into the module namespace and no part of the model sees the new value (`exec("N" + " = 5")` proved `N == 3`); and an attribute written at module or class-body scope must have a receiver this file can describe — a lambda parameter, a comprehension target and an imported module are not (`(lambda m: setattr(m, "inc", other))(mod)` proved the original `inc`). Give each binding its own name, treat a folded constant as immutable, and keep a dynamic `exec`/`eval` out of module and class-body scope.
1363_route130_function_local_import_shadowing_a_module_import.py	REFUSAL	a name's runtime value is not the one the model reads (imported name `inc` in function `f` shadows a module binding). An imported name bound twice keeps the FIRST import (measured: `from plainlib import inc` then `from starlib import inc` proved the plainlib contract); a builtin rebound by an assignment is still lowered as the builtin (`len = sum` then `len([5]) == 1` proved); a module or class constant is folded to its first literal although it is rebound or mutated (`N = 3; N += 2` proved `N == 3`); a def nested in a method replaces the method of the same name; a DYNAMIC `exec`, or an `eval` that binds through a walrus, rebinds names into the module namespace and no part of the model sees the new value (`exec("N" + " = 5")` proved `N == 3`); and an attribute written at module or class-body scope must have a receiver this file can describe — a lambda parameter, a comprehension target and an imported module are not (`(lambda m: setattr(m, "inc", other))(mod)` proved the original `inc`). Give each binding its own name, treat a folded constant as immutable, and keep a dynamic `exec`/`eval` out of module and class-body scope.
