# trusted-reasons.tsv — WHY each live `#@ \trusted` marker in src/self-annotate/src is trusted.
#
# OUT OF BAND ON PURPOSE. A token on the marker line makes Module2 REFUSE THE WHOLE FILE (no .mlw,
# a false green in a common-files byte diff) — see
# getting-better/open-routes/finding-reason-token-refuses-the-whole-file.md. Never tag the marker.
#
# Held in lock-step with the markers by bin/check-trusted-reasons.py (both directions, grammar,
# cite, zero-input guard, MAX_UNCLASSIFIED ratchet). Fix drift with
#   bin/check-trusted-reasons.py --sync            (print rows to add / delete)
#   bin/check-trusted-reasons.py --sync --write    (apply; surviving rows keep their reason)
#
# SCHEMA: file<TAB>qualname<TAB>reason<TAB>cite, one row per live marker.
#   file      relative to src/self-annotate/src
#   qualname  FULL nested qualname of the governed def (Class.method.inner), NEVER a line number.
#             Collisions within a file: among ALL defs sharing the qualname (trusted or not), the
#             first in source order is bare, the second `#2`, the third `#3`, ...
#   reason    correctness:<name>       never convertible (a correctness wall)      cite REQUIRED
#             cost-scale:<capability>  convertible once <capability> is built     cite REQUIRED
#             spent-rc0                deliberately spent to buy rc=0
#             unclassified             THE DEFAULT; ratcheted toward zero
#   cite      `-`, or a heading of getting-better/driver-backlog.md: the exact heading text, or a
#             substring of exactly ONE heading's text (outside ``` fences).
#
# A correctness:/cost-scale: tag is a CLAIM, and this repo's boundary claims have been refuted
# repeatedly. Tag only with a cite to the paragraph that measured it; when in doubt, unclassified.
file	qualname	reason	cite
module6_whyml/statements.py	StatementEmissionMixin._handle_assign_stmt	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._seq_init_expr	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._handle_ghost_assign_stmt	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._handle_tuple_unpack_stmt	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._handle_array_set_stmt	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._handle_augassign_stmt	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._handle_expr_stmt	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._stmts_to_whyml	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._emit_frame_condition	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._collect_string_elem_read_locals.rec	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._collect_field_decode_str_locals.rec	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._typed_local_vars	unclassified	-
module6_whyml/statements.py	StatementEmissionMixin._emit_body_code	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._is_string_expr	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._add_abstract_op	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._seq_init_expr	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._expr_to_whyml	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._coerce_to_int	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._to_bool	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._stmts_to_whyml	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._classify_iterable	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._handle_for_stmt	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._callee_raised_in	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._match_pattern_cond	unclassified	-
module6_whyml/stmt_control_flow.py	ControlFlowStmtMixin._render_match_pattern	unclassified	-
module6_whyml/struct_format.py	parse_format	unclassified	-
module6_whyml/struct_format.py	calcsize	unclassified	-
module6_whyml/types.py	TypeInferenceMixin._track_collection_metadata	unclassified	-
module6_whyml/types.py	TypeInferenceMixin._collect_array_var_assigns	unclassified	-
proof2why3/canonical.py	substitute	unclassified	-
proof2why3/canonical.py	_expand_nat_to_int	unclassified	-
proof2why3/canonical.py	_alpha_rename	unclassified	-
proof2why3/canonical.py	_dedup_arrow_chain	unclassified	-
proof2why3/canonical.py	_ac_normalize	unclassified	-
proof2why3/canonical.py	_sort_arrow_hypotheses	unclassified	-
proof2why3/canonical.py	_flatten_foralls	unclassified	-
proof2why3/canonical.py	_camel_to_snake	unclassified	-
proof2why3/canonical.py	_normalize_names	unclassified	-
proof2why3/canonical.py	_normalize_type_string	unclassified	-
proof2why3/canonical.py	_iff_app_to_binop	unclassified	-
proof2why3/crosscheck.py	CrossCheckResult.diagnostic	unclassified	-
proof2why3/crosscheck.py	_load_axiom_registry	unclassified	-
proof2why3/crosscheck.py	crosscheck_file	unclassified	-
proof2why3/crosscheck.py	main	unclassified	-
proof2why3/crosscheck_ir.py	IRCrossCheckResult.pairwise	unclassified	-
proof2why3/crosscheck_ir.py	IRCrossCheckResult.diagnostic	unclassified	-
proof2why3/crosscheck_ir.py	_load_axiom_registry	unclassified	-
proof2why3/crosscheck_ir.py	_preprocess_whyml	unclassified	-
proof2why3/crosscheck_ir.py	crosscheck_file_ir	unclassified	-
proof2why3/crosscheck_ir.py	main	unclassified	-
proof2why3/extract.py	extract_rocq_statements	unclassified	-
proof2why3/extract.py	_split_rocq_check_output	unclassified	-
proof2why3/extract.py	extract_lean_statements	unclassified	-
proof2why3/extract_lean_meta.py	lean_meta_available	unclassified	-
proof2why3/extract_lean_meta.py	extract_lean_statements_meta	unclassified	-
proof2why3/from_lean_json.py	_linearize_app	unclassified	-
proof2why3/from_lean_json.py	_is_ofnat_lit	unclassified	-
proof2why3/from_lean_json.py	project_to_ir	unclassified	-
proof2why3/from_sexp.py	_construct_indices	unclassified	-
proof2why3/from_sexp.py	_find_construct_idx	unclassified	-
proof2why3/from_sexp.py	_project_app	unclassified	-
proof2why3/from_sexp.py	project_constr	unclassified	-
proof2why3/normalize.py	normalize_prover_output	unclassified	-
proof2why3/normalize.py	_nat_to_int_with_sidecond	unclassified	-
proof2why3/normalize.py	_expand_anon_binders	unclassified	-
proof2why3/normalize.py	_alpha_rename	unclassified	-
proof2why3/normalize.py	normalize_whyml_axiom	unclassified	-
proof2why3/parser.py	normalize_surface	unclassified	-
proof2why3/parser.py	Token.__repr__	unclassified	-
proof2why3/parser.py	lex	unclassified	-
proof2why3/parser.py	parse_type_expr	unclassified	-
proof2why3/sertop.py	sertop_version	unclassified	-
proof2why3/sertop.py	_sexp_tokens	unclassified	-
proof2why3/sertop.py	_sexp_parse	unclassified	-
proof2why3/sertop.py	parse_sexp	unclassified	-
proof2why3/sertop.py	run_sertop_batch	unclassified	-
proof2why3/sertop.py	SertopSession.__enter__	unclassified	-
proof2why3/sertop.py	SertopSession.__exit__	unclassified	-
proof2why3/sertop.py	SertopSession.type_of_batch	unclassified	-
proof2why3/sertop.py	extract_via_sertop	unclassified	-
proof_axiom_allowlist.py	parse_lean_axioms_line	unclassified	-
proof_axiom_allowlist.py	parse_rocq_assumptions_block	unclassified	-
pycsl.py	_make_temp_mlw_path	unclassified	-
pycsl.py	_generate_rocq_obligations	unclassified	-
pycsl.py	_sha256_file	unclassified	-
pycsl.py	_find_coqc	unclassified	-
pycsl.py	_check_rocq_proofs	unclassified	-
pycsl.py	_parse_args	unclassified	-
pycsl.py	_build_soundness_report	unclassified	-
pycsl.py	_print_soundness_report	unclassified	-
pycsl.py	_run_pipeline	unclassified	-
pycsl.py	_why3_typecheck	unclassified	-
pycsl.py	_parse_goal_blocks	unclassified	-
pycsl.py	_parse_why3_json	unclassified	-
pycsl.py	_json_goal_records	unclassified	-
pycsl.py	_record_answer	unclassified	-
pycsl.py	_record_key	unclassified	-
pycsl.py	_merge_records_best_of_n	unclassified	-
pycsl.py	_synthesize_block	unclassified	-
pycsl.py	_synthesize_legacy_text	unclassified	-
pycsl.py	_residual_selectors_from_records	unclassified	-
pycsl.py	_function_body_eqs	unclassified	-
pycsl.py	_run_vacuity_gate	unclassified	-
pycsl.py	_run_vacuity_gate._probe_one	unclassified	-
pycsl.py	_run_vacuity_gate._probe_one._is_false_goal	unclassified	-
pycsl.py	_run_why3_prove	unclassified	-
pycsl.py	_dispatch_provers	unclassified	-
pycsl.py	_dispatch_provers._finalize	unclassified	-
pycsl.py	_run_proofs	unclassified	-
pycsl.py	_run_proofs._gate_vacuity_then_succeed	unclassified	-
pycsl.py	_run_audit_mode	unclassified	-
pycsl.py	_resolve_runtime_config	unclassified	-
pycsl.py	main	unclassified	-
